"Sample"	"Contamination Status"	"Overall Homoplasmies"	"Overall Heteroplasmies"	"Sample Coverage"	"Major Haplogroup"	"Major Haplogroup Quality"	"Minor Haplogroup"	"Minor Haplogroup Quality"	"Amount Major Homoplasmies"	"Amount Minor Homoplasmies"	"Amount Major Heteroplasmies"	"Amount Minor Heteroplasmies"	"Major Heteroplasmy Level"	"Minor Heteroplasmy Level"	"Distance"	"Clusters"
"HG03376.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"62"	"11"	"1749"	"L2c"	"0.938"	"L2c"	"0.938"	"53"	"53"	"0"	"0"	" "	" "	"0"	""
"HG03378.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam"	"NO"	"39"	"13"	"2992"	"L3e3b"	"0.973"	"L3e3b"	"0.968"	"35"	"35"	"0"	"0"	" "	" "	"0"	""
"HG03380.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"94"	"21"	"2096"	"L1c1c"	"0.887"	"L1c1c"	"0.872"	"74"	"74"	"0"	"0"	" "	" "	"0"	""
"HG03382.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam"	"NO"	"54"	"12"	"2797"	"L2a1l1b"	"0.984"	"L2a1l1b"	"0.967"	"52"	"52"	"0"	"0"	" "	" "	"0"	""
"HG03385.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"88"	"18"	"2713"	"L1c1c"	"0.896"	"L1c1c"	"0.907"	"73"	"73"	"0"	"0"	" "	" "	"0"	""
"HG03388.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"62"	"17"	"3900"	"L2c2"	"0.946"	"L2c2"	"0.931"	"54"	"54"	"0"	"0"	" "	" "	"0"	""
"HG03391.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"90"	"17"	"5100"	"L1c1c"	"0.886"	"L1c1c"	"0.877"	"71"	"71"	"0"	"0"	" "	" "	"0"	""
"HG03394.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam"	"NO"	"42"	"21"	"1526"	"L3b1a6"	"0.936"	"L3b1a6"	"0.936"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"HG03397.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam"	"NO"	"89"	"11"	"5219"	"L1c1d"	"0.904"	"L1c1d"	"0.904"	"73"	"73"	"0"	"0"	" "	" "	"0"	""
"HG03401.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"55"	"11"	"2467"	"L2a1l"	"0.968"	"L2a1l"	"0.961"	"50"	"50"	"0"	"0"	" "	" "	"0"	""
"HG03410.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"57"	"6"	"2773"	"L2a1a1"	"0.971"	"L2a1a1"	"0.971"	"53"	"53"	"0"	"0"	" "	" "	"0"	""
"HG03419.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"30"	"6"	"2521"	"L3e2b+152"	"0.976"	"L3e2b+152"	"0.976"	"28"	"28"	"0"	"0"	" "	" "	"0"	""
"HG03428.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"56"	"15"	"3601"	"L2a1l1b"	"0.955"	"L2a1l1b"	"0.933"	"51"	"51"	"0"	"0"	" "	" "	"0"	""
"HG03432.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam"	"NO"	"51"	"12"	"2441"	"L2a1i"	"0.994"	"L2a1i"	"0.955"	"50"	"50"	"0"	"0"	" "	" "	"0"	""
"HG03433.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"53"	"11"	"4832"	"L2c"	"0.972"	"L2c3"	"0.978"	"51"	"51"	"0"	"0"	" "	" "	"1"	""
"HG03436.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"77"	"13"	"2330"	"L1b1a14"	"0.977"	"L1b1a14"	"0.965"	"73"	"73"	"0"	"0"	" "	" "	"0"	""
"HG03437.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"57"	"11"	"3001"	"L2d1"	"1.000"	"L2d1"	"0.985"	"55"	"55"	"0"	"0"	" "	" "	"0"	""
"HG03439.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"38"	"11"	"2525"	"L3f1b1"	"0.958"	"L3f1b1"	"0.937"	"35"	"35"	"0"	"0"	" "	" "	"0"	""
"HG03442.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"75"	"11"	"2457"	"L1b1a10"	"0.995"	"L1b1a10"	"0.989"	"74"	"74"	"0"	"0"	" "	" "	"0"	""
"HG03445.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"35"	"11"	"3550"	"L3d1'2'3'4'5'6"	"0.940"	"L3d1'2'3'4'5'6"	"0.929"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG03446.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"36"	"24"	"3330"	"L3b1a"	"0.944"	"L3b1a"	"0.933"	"32"	"32"	"0"	"0"	" "	" "	"0"	""
"HG03449.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"54"	"11"	"1354"	"L2a1c2a"	"0.965"	"L2a1c2a"	"0.985"	"53"	"53"	"0"	"0"	" "	" "	"0"	""
"HG03451.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam"	"NO"	"58"	"8"	"4099"	"L2c"	"0.969"	"L2c3"	"0.962"	"53"	"53"	"0"	"0"	" "	" "	"1"	""
"HG03452.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"46"	"11"	"3827"	"L2a1f"	"0.974"	"L2a1f"	"0.966"	"46"	"46"	"0"	"0"	" "	" "	"0"	""
"HG03455.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"53"	"16"	"2533"	"L2c"	"0.978"	"L2c3"	"0.964"	"52"	"52"	"0"	"0"	" "	" "	"1"	""
"HG03457.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam"	"NO"	"54"	"21"	"2980"	"L2a1l1b"	"0.958"	"L2a1l1b"	"0.918"	"49"	"49"	"0"	"0"	" "	" "	"0"	""
"HG03458.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"51"	"13"	"2688"	"L4b1a"	"0.986"	"L4b1a"	"0.985"	"48"	"48"	"1"	"1"	"0.849"	"0.106"	"0"	"0.106 (1);0.849 (1);"
"HG03460.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam"	"NO"	"58"	"15"	"4946"	"L2a1a1"	"0.981"	"L2a1a1"	"0.955"	"54"	"54"	"0"	"0"	" "	" "	"0"	""
"HG03461.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"54"	"9"	"3588"	"L2a1i"	"0.959"	"L2a1i"	"0.935"	"49"	"49"	"0"	"0"	" "	" "	"0"	""
"HG03464.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam"	"NO"	"74"	"24"	"3092"	"L1c1c"	"0.926"	"L1c1c"	"0.903"	"65"	"65"	"0"	"0"	" "	" "	"0"	""
"HG03469.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"81"	"17"	"5944"	"L1b1a14"	"0.971"	"L1b1a14"	"0.959"	"74"	"74"	"0"	"0"	" "	" "	"0"	""
"HG03470.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"76"	"20"	"3973"	"L1b1a14"	"0.994"	"L1b1a14"	"0.970"	"74"	"74"	"0"	"0"	" "	" "	"0"	""
"HG03472.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"76"	"19"	"2759"	"L2b1a4"	"0.947"	"L2b1a4"	"0.942"	"68"	"68"	"0"	"0"	" "	" "	"0"	""
"HG03473.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"57"	"11"	"3384"	"L2c"	"0.969"	"L2c3"	"0.969"	"53"	"53"	"0"	"0"	" "	" "	"1"	""
"HG03476.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"54"	"15"	"2277"	"L2c"	"0.966"	"L2c3"	"0.939"	"52"	"52"	"0"	"0"	" "	" "	"1"	""
"HG03478.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"32"	"6"	"36"	"L3e2a"	"0.923"	"L3e2b8"	"0.880"	"26"	"25"	"2"	"0"	"0.745"	" "	"3"	"0.735 (1);0.755 (1);"
"HG03479.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"YES"	"11"	"33"	"75"	"U6a3"	"0.959"	"L3c'd"	"0.864"	"11"	"11"	"8"	"6"	"0.812"	"0.129"	"9"	"0.074 - 0.195 (6);0.7 - 0.875 (8);"
"HG03484.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"58"	"15"	"2129"	"L2c"	"0.970"	"L2c"	"0.970"	"52"	"52"	"0"	"0"	" "	" "	"0"	""
"HG03485.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"52"	"10"	"2682"	"L2a1+143+@16309"	"0.967"	"L2a1+143+@16309"	"0.963"	"47"	"47"	"0"	"0"	" "	" "	"0"	""
"HG03488.mapped.ILLUMINA.bwa.PJL.low_coverage.20121211.bam"	"NO"	"40"	"6"	"140"	"M38a"	"0.909"	"M38a"	"0.890"	"31"	"31"	"0"	"0"	" "	" "	"0"	""
"HG03490.mapped.ILLUMINA.bwa.PJL.low_coverage.20121211.bam"	"NO"	"32"	"15"	"178"	"F1b1c"	"0.937"	"F1b1c"	"0.877"	"28"	"28"	"0"	"0"	" "	" "	"0"	""
"HG03491.mapped.ILLUMINA.bwa.PJL.low_coverage.20121211.bam"	"NO"	"30"	"3"	"109"	"R6a2"	"0.844"	"R6a2"	"0.843"	"19"	"19"	"0"	"0"	" "	" "	"0"	""
"HG03499.mapped.ILLUMINA.bwa.ESN.low_coverage.20130415.bam"	"NO"	"92"	"21"	"2696"	"L1c2a2"	"0.963"	"L1c2a2"	"0.915"	"86"	"86"	"1"	"0"	"0.986"	" "	"0"	"0.986 (1);"
"HG03511.mapped.ILLUMINA.bwa.ESN.low_coverage.20130415.bam"	"NO"	"31"	"8"	"2816"	"L3e2b"	"0.972"	"L3e2b"	"0.972"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG03514.mapped.ILLUMINA.bwa.ESN.low_coverage.20121211.bam"	"NO"	"49"	"10"	"2443"	"L2a1f"	"0.994"	"L2a1f"	"0.971"	"48"	"48"	"0"	"0"	" "	" "	"0"	""
"HG03515.mapped.ILLUMINA.bwa.ESN.low_coverage.20121211.bam"	"NO"	"69"	"19"	"4153"	"L2b1a3"	"0.993"	"L2b1a3"	"0.978"	"68"	"68"	"0"	"0"	" "	" "	"0"	""
"HG03517.mapped.ILLUMINA.bwa.ESN.low_coverage.20130415.bam"	"NO"	"79"	"17"	"3292"	"L0a1a2"	"0.964"	"L0a1a2"	"0.940"	"77"	"77"	"0"	"0"	" "	" "	"0"	""
"HG03518.mapped.ILLUMINA.bwa.ESN.low_coverage.20130415.bam"	"NO"	"37"	"15"	"3589"	"L3d1c1"	"1.000"	"L3d1c1"	"0.958"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"HG03520.mapped.ILLUMINA.bwa.ESN.low_coverage.20130502.bam"	"NO"	"33"	"8"	"3023"	"L3e1"	"0.963"	"L3e1"	"0.942"	"30"	"30"	"0"	"0"	" "	" "	"0"	""
"HG03521.mapped.ILLUMINA.bwa.ESN.low_coverage.20130415.bam"	"NO"	"38"	"16"	"1971"	"L3b1a10"	"0.947"	"L3b1a10"	"0.937"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"HG03538.mapped.ILLUMINA.bwa.GWD.low_coverage.20121211.bam"	"NO"	"28"	"8"	"2440"	"U6a5"	"0.965"	"U6a5"	"0.951"	"24"	"24"	"0"	"0"	" "	" "	"0"	""
"HG03539.mapped.ILLUMINA.bwa.GWD.low_coverage.20121211.bam"	"NO"	"50"	"12"	"2234"	"L2a1a3"	"0.976"	"L2a1a"	"0.971"	"49"	"49"	"1"	"0"	"0.991"	" "	"1"	"0.991 (1);"
"HG03547.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"54"	"7"	"2108"	"L2a1l"	"0.986"	"L2a1l"	"0.972"	"50"	"50"	"0"	"0"	" "	" "	"0"	""
"HG03548.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam"	"NO"	"56"	"8"	"3620"	"L2a1a1"	"0.990"	"L2a1a1"	"0.984"	"53"	"53"	"0"	"0"	" "	" "	"0"	""
"HG03556.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"31"	"23"	"2079"	"L3e4a1"	"0.988"	"L3e4a1"	"0.972"	"29"	"29"	"0"	"0"	" "	" "	"0"	""
"HG03557.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"57"	"9"	"2867"	"L2a1c3a"	"0.966"	"L2a1c3a"	"0.957"	"52"	"52"	"0"	"0"	" "	" "	"0"	""
"HG03558.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam"	"NO"	"43"	"17"	"3472"	"L3h1b1a"	"0.929"	"L3h1b1a"	"0.905"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"HG03559.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"33"	"13"	"3591"	"L3d1b1"	"0.958"	"L3d1b1"	"0.931"	"29"	"29"	"0"	"0"	" "	" "	"0"	""
"HG03563.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"57"	"10"	"3545"	"L2a1a"	"0.950"	"L2a1a"	"0.942"	"51"	"51"	"0"	"0"	" "	" "	"0"	""
"HG03565.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"37"	"17"	"2335"	"L3b1a5"	"0.951"	"L3b1a5"	"0.941"	"33"	"33"	"0"	"0"	" "	" "	"0"	""
"HG03567.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam"	"NO"	"33"	"20"	"2427"	"L3d1b3a"	"0.930"	"L3d1b3a"	"0.847"	"29"	"29"	"0"	"0"	" "	" "	"0"	""
"HG03571.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"57"	"8"	"1529"	"L2a1c3a"	"0.974"	"L2a1c3a"	"0.961"	"52"	"52"	"0"	"0"	" "	" "	"0"	""
"HG03572.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"37"	"13"	"2697"	"L3e2b"	"0.912"	"L3e2b"	"0.901"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG03575.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"55"	"12"	"1710"	"L2a1f1"	"0.969"	"L2a1f1"	"0.951"	"51"	"51"	"0"	"0"	" "	" "	"0"	""
"HG03577.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"37"	"8"	"3755"	"L3e2a"	"0.904"	"L3e2a"	"0.904"	"28"	"28"	"0"	"0"	" "	" "	"0"	""
"HG03578.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"58"	"10"	"1225"	"L2a1a1"	"0.979"	"L2a1a1"	"0.972"	"54"	"54"	"0"	"0"	" "	" "	"0"	""
"HG03583.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam"	"NO"	"43"	"15"	"2621"	"L3h1b1a"	"0.929"	"L3h1b1a"	"0.906"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"HG03585.mapped.ILLUMINA.bwa.BEB.low_coverage.20121211.bam"	"NO"	"42"	"10"	"2207"	"M2a1a+207"	"0.964"	"M2a1a+207"	"0.948"	"38"	"38"	"0"	"0"	" "	" "	"0"	""
"HG03589.mapped.ILLUMINA.bwa.BEB.low_coverage.20121211.bam"	"NO"	"33"	"8"	"2844"	"M5a"	"0.974"	"M5a"	"0.958"	"28"	"28"	"0"	"0"	" "	" "	"0"	""
"HG03593.mapped.ILLUMINA.bwa.BEB.low_coverage.20121211.bam"	"NO"	"36"	"14"	"1681"	"M41a"	"0.965"	"M41a"	"0.949"	"32"	"32"	"0"	"0"	" "	" "	"0"	""
"HG03594.mapped.ILLUMINA.bwa.BEB.low_coverage.20121211.bam"	"YES"	"29"	"37"	"2016"	"M91a"	"0.898"	"M45"	"0.833"	"24"	"22"	"9"	"2"	"0.985"	"0.013"	"4"	"0.011 - 0.014 (2);0.981 - 0.988 (9);"
"HG03595.mapped.ILLUMINA.bwa.BEB.low_coverage.20121211.bam"	"NO"	"35"	"11"	"3567"	"M49c"	"0.904"	"M49c"	"0.893"	"25"	"25"	"0"	"0"	" "	" "	"0"	""
"HG03598.mapped.ILLUMINA.bwa.BEB.low_coverage.20121211.bam"	"NO"	"34"	"20"	"2885"	"M30c"	"0.893"	"M30c"	"0.843"	"26"	"26"	"0"	"0"	" "	" "	"0"	""
"HG03600.mapped.ILLUMINA.bwa.BEB.low_coverage.20130415.bam"	"NO"	"29"	"13"	"3743"	"M30d1"	"0.984"	"M30d1"	"0.972"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG03603.mapped.ILLUMINA.bwa.BEB.low_coverage.20130415.bam"	"NO"	"34"	"16"	"2286"	"U2b2"	"0.979"	"U2b2"	"0.949"	"32"	"32"	"0"	"0"	" "	" "	"0"	""
"HG03604.mapped.ILLUMINA.bwa.BEB.low_coverage.20130415.bam"	"NO"	"25"	"27"	"2012"	"R6a2"	"0.905"	"R6a2"	"0.839"	"19"	"19"	"0"	"0"	" "	" "	"0"	""
"HG03607.mapped.ILLUMINA.bwa.BEB.low_coverage.20130415.bam"	"NO"	"40"	"15"	"3167"	"M66b"	"0.926"	"M66b"	"0.892"	"30"	"30"	"0"	"0"	" "	" "	"0"	""
"HG03611.mapped.ILLUMINA.bwa.BEB.low_coverage.20130415.bam"	"NO"	"47"	"7"	"3168"	"M68"	"0.798"	"M68"	"0.792"	"25"	"25"	"0"	"0"	" "	" "	"0"	""
"HG03615.mapped.ILLUMINA.bwa.BEB.low_coverage.20130415.bam"	"NO"	"35"	"13"	"4090"	"M35b+16304"	"0.922"	"M35b+16304"	"0.875"	"26"	"26"	"0"	"0"	" "	" "	"0"	""
"HG03616.mapped.ILLUMINA.bwa.BEB.low_coverage.20130415.bam"	"NO"	"31"	"10"	"6921"	"M3a1"	"0.985"	"M3a1"	"0.971"	"26"	"26"	"0"	"0"	" "	" "	"0"	""
"HG03619.mapped.ILLUMINA.bwa.PJL.low_coverage.20130415.bam"	"NO"	"34"	"3"	"197"	"U2c1b"	"0.897"	"U2c1b"	"0.907"	"25"	"25"	"0"	"0"	" "	" "	"0"	""
"HG03624.mapped.ILLUMINA.bwa.PJL.low_coverage.20130415.bam"	"NO"	"35"	"11"	"123"	"M5a2a1a2"	"0.975"	"M5a2a1a2"	"0.875"	"31"	"31"	"0"	"0"	" "	" "	"0"	""
"HG03625.mapped.ILLUMINA.bwa.PJL.low_coverage.20130415.bam"	"NO"	"36"	"9"	"157"	"T2"	"0.874"	"T2"	"0.861"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG03629.mapped.ILLUMINA.bwa.PJL.low_coverage.20130415.bam"	"NO"	"25"	"10"	"81"	"R5a2a"	"0.927"	"R5a2a"	"0.858"	"22"	"22"	"0"	"0"	" "	" "	"0"	""
"HG03631.mapped.ILLUMINA.bwa.PJL.low_coverage.20130415.bam"	"NO"	"38"	"4"	"94"	"M43b"	"0.917"	"M43b"	"0.916"	"29"	"29"	"0"	"0"	" "	" "	"0"	""
"HG03634.mapped.ILLUMINA.bwa.PJL.low_coverage.20130415.bam"	"NO"	"41"	"5"	"99"	"M33d"	"0.974"	"M33d"	"0.939"	"37"	"37"	"0"	"0"	" "	" "	"0"	""
"HG03636.mapped.ILLUMINA.bwa.PJL.low_coverage.20130415.bam"	"NO"	"34"	"7"	"71"	"M3a2"	"0.932"	"M3a2"	"0.909"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG03640.mapped.ILLUMINA.bwa.PJL.low_coverage.20130415.bam"	"NO"	"39"	"8"	"157"	"M45"	"0.867"	"M45"	"0.819"	"25"	"25"	"0"	"0"	" "	" "	"0"	""
"HG03642.mapped.ILLUMINA.bwa.STU.low_coverage.20130415.bam"	"NO"	"37"	"10"	"182"	"M33a2"	"0.923"	"M33a2"	"0.905"	"29"	"29"	"0"	"0"	" "	" "	"0"	""
"HG03643.mapped.ILLUMINA.bwa.STU.low_coverage.20130415.bam"	"NO"	"34"	"10"	"216"	"M81"	"0.887"	"M81"	"0.822"	"25"	"25"	"0"	"0"	" "	" "	"0"	""
"HG03644.mapped.ILLUMINA.bwa.STU.low_coverage.20130415.bam"	"YES"	"6"	"52"	"336"	"M5b"	"0.910"	"H13a1a1a"	"0.882"	"6"	"6"	"18"	"7"	"0.760"	"0.218"	"15"	"0.18 - 0.255 (7);0.68 - 0.812 (18);"
"HG03645.mapped.ILLUMINA.bwa.STU.low_coverage.20121211.bam"	"NO"	"31"	"3"	"87"	"R30a1c"	"0.977"	"R30a1c"	"0.965"	"28"	"28"	"0"	"0"	" "	" "	"0"	""
"HG03646.mapped.ILLUMINA.bwa.STU.low_coverage.20121211.bam"	"NO"	"29"	"7"	"123"	"M18"	"0.976"	"M18'38"	"0.894"	"25"	"24"	"2"	"0"	"0.919"	" "	"1"	"0.912 (1);0.925 (1);"
"HG03649.mapped.ILLUMINA.bwa.PJL.low_coverage.20130415.bam"	"NO"	"35"	"7"	"164"	"M5a2a1a1"	"0.973"	"M5a2a1a1"	"0.928"	"32"	"32"	"0"	"0"	" "	" "	"0"	""
"HG03652.mapped.ILLUMINA.bwa.PJL.low_coverage.20130415.bam"	"NO"	"37"	"14"	"202"	"M52b1"	"0.964"	"M52b1"	"0.883"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG03653.mapped.ILLUMINA.bwa.PJL.low_coverage.20130415.bam"	"NO"	"31"	"13"	"207"	"U2a2"	"0.870"	"U2a"	"0.763"	"24"	"17"	"2"	"0"	"0.946"	" "	"1"	"0.944 (1);0.949 (1);"
"HG03660.mapped.ILLUMINA.bwa.PJL.low_coverage.20130415.bam"	"NO"	"27"	"8"	"170"	"M30"	"0.956"	"M30"	"0.890"	"23"	"23"	"0"	"0"	" "	" "	"0"	""
"HG03663.mapped.ILLUMINA.bwa.PJL.low_coverage.20130502.bam"	"NO"	"30"	"10"	"163"	"M18a"	"0.962"	"M18'38"	"0.877"	"27"	"24"	"2"	"0"	"0.965"	" "	"2"	"0.962 (1);0.968 (1);"
"HG03667.mapped.ILLUMINA.bwa.PJL.low_coverage.20130415.bam"	"NO"	"29"	"6"	"145"	"R5a2"	"0.891"	"R5a2"	"0.856"	"22"	"22"	"0"	"0"	" "	" "	"0"	""
"HG03668.mapped.ILLUMINA.bwa.PJL.low_coverage.20130415.bam"	"NO"	"43"	"6"	"137"	"M"	"0.812"	"M"	"0.791"	"22"	"22"	"0"	"0"	" "	" "	"0"	""
"HG03672.mapped.ILLUMINA.bwa.STU.low_coverage.20121211.bam"	"NO"	"33"	"6"	"155"	"M18'38"	"0.897"	"M18'38"	"0.862"	"24"	"24"	"0"	"0"	" "	" "	"0"	""
"HG03673.mapped.ILLUMINA.bwa.STU.low_coverage.20130415.bam"	"NO"	"34"	"4"	"233"	"M4'67"	"0.860"	"M4'67"	"0.840"	"23"	"23"	"0"	"0"	" "	" "	"0"	""
"HG03679.mapped.ILLUMINA.bwa.STU.low_coverage.20130415.bam"	"NO"	"25"	"5"	"192"	"R30b2a"	"0.982"	"R30b2a"	"0.892"	"20"	"20"	"0"	"0"	" "	" "	"0"	""
"HG03680.mapped.ILLUMINA.bwa.STU.low_coverage.20130415.bam"	"NO"	"23"	"8"	"238"	"R30b2a"	"0.982"	"R30b2a"	"0.833"	"18"	"18"	"0"	"0"	" "	" "	"0"	""
"HG03681.mapped.ILLUMINA.bwa.STU.low_coverage.20130415.bam"	"NO"	"30"	"10"	"223"	"U7a2"	"0.966"	"U7a2"	"0.886"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG03684.mapped.ILLUMINA.bwa.STU.low_coverage.20130415.bam"	"NO"	"48"	"21"	"417"	"M2b"	"0.926"	"M2b"	"0.907"	"40"	"40"	"0"	"0"	" "	" "	"0"	""
"HG03685.mapped.ILLUMINA.bwa.STU.low_coverage.20130415.bam"	"NO"	"26"	"11"	"248"	"R5"	"0.862"	"R5"	"0.818"	"16"	"16"	"0"	"0"	" "	" "	"0"	""
"HG03686.mapped.ILLUMINA.bwa.STU.low_coverage.20121211.bam"	"NO"	"29"	"12"	"162"	"M3a1+204"	"0.967"	"M3a1+204"	"0.915"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG03687.mapped.ILLUMINA.bwa.STU.low_coverage.20121211.bam"	"NO"	"34"	"8"	"221"	"M4a"	"0.920"	"M4a"	"0.917"	"29"	"29"	"0"	"0"	" "	" "	"0"	""
"HG03689.mapped.ILLUMINA.bwa.STU.low_coverage.20121211.bam"	"NO"	"24"	"17"	"239"	"R6b"	"0.947"	"R6b"	"0.834"	"20"	"20"	"3"	"0"	"0.969"	" "	"0"	"0.952 (1);0.971 (1);0.983 (1);"
"HG03690.mapped.ILLUMINA.bwa.STU.low_coverage.20121211.bam"	"NO"	"29"	"9"	"129"	"M30d1"	"0.963"	"M30d1"	"0.917"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG03691.mapped.ILLUMINA.bwa.STU.low_coverage.20121211.bam"	"NO"	"36"	"0"	"114"	"U2c1a"	"0.935"	"U2c1a"	"0.935"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG03692.mapped.ILLUMINA.bwa.STU.low_coverage.20130415.bam"	"NO"	"17"	"8"	"268"	"H13a2a"	"0.880"	"H13a2a"	"0.804"	"10"	"10"	"0"	"0"	" "	" "	"0"	""
"HG03693.mapped.ILLUMINA.bwa.STU.low_coverage.20130415.bam"	"NO"	"29"	"6"	"222"	"M30"	"0.960"	"M30"	"0.930"	"25"	"25"	"0"	"0"	" "	" "	"0"	""
"HG03694.mapped.ILLUMINA.bwa.STU.low_coverage.20121211.bam"	"NO"	"34"	"9"	"150"	"U2b2"	"0.973"	"U2b2"	"0.878"	"30"	"30"	"2"	"0"	"0.950"	" "	"0"	"0.941 (1);0.958 (1);"
"HG03695.mapped.ILLUMINA.bwa.STU.low_coverage.20121211.bam"	"NO"	"30"	"10"	"145"	"U2b"	"0.871"	"U2b"	"0.799"	"19"	"19"	"1"	"0"	"0.956"	" "	"0"	"0.956 (1);"
"HG03696.mapped.ILLUMINA.bwa.STU.low_coverage.20121211.bam"	"NO"	"36"	"3"	"142"	"U7a3a"	"0.893"	"U7a3a"	"0.903"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG03697.mapped.ILLUMINA.bwa.STU.low_coverage.20121211.bam"	"NO"	"31"	"4"	"127"	"M35a1"	"0.991"	"M35a1"	"0.940"	"28"	"28"	"0"	"0"	" "	" "	"0"	""
"HG03698.mapped.ILLUMINA.bwa.STU.low_coverage.20121211.bam"	"NO"	"30"	"10"	"121"	"N1a2"	"0.965"	"N1a2"	"0.881"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
